video_name,dominant_emotion,angry,disgust,scared,happy,sad,surprised,neutral,usefulness_tool,,given_val,given_aro,match_val,match_aro
AboutTime_120.mp4,neutral,4,0,1,12,0,0,14,Non-useful,,Non-useful,Non-useful,match,match
AboutTime_121.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Useful,,
AboutTime_122.mp4,sad,9,0,3,30,59,0,11,Useful,,Useful,Non-useful,match,
AboutTime_123.mp4,happy,14,0,1,67,50,0,1,Useful,,Useful,Non-useful,match,
AboutTime_124.mp4,sad,22,0,0,18,58,0,1,Useful,,Useful,Non-useful,match,
AboutTime_125.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Non-useful,,match
AboutTime_126.mp4,neutral,7,0,6,19,3,0,27,Non-useful,,Non-useful,Useful,match,
AboutTime_127.mp4,neutral,3,0,26,16,49,1,142,Non-useful,,Non-useful,Non-useful,match,match
AboutTime_128.mp4,neutral,4,0,7,14,30,1,101,Non-useful,,Non-useful,Non-useful,match,match
AboutTime_129.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Non-useful,,match
AboutTime_130.mp4,happy,0,0,0,25,0,0,5,Useful,,Useful,Non-useful,match,
AboutTime_131.mp4,sad,0,0,0,0,1,0,0,Non-useful,,Useful,Non-useful,,match
AboutTime_132.mp4,happy,1,0,0,36,5,0,1,Useful,,Useful,Non-useful,match,
AboutTime_133.mp4,happy,0,0,1,32,10,0,10,Useful,,Useful,Non-useful,match,
AboutTime_134.mp4,happy,1,0,3,7,2,0,6,Non-useful,,Useful,Non-useful,,match
AboutTime_135.mp4,happy,4,0,2,51,13,0,26,Useful,,Useful,Non-useful,match,
AboutTime_136.mp4,happy,4,0,0,77,0,0,1,Useful,,Useful,Non-useful,match,
Gifted_000.mp4,sad,4,0,3,3,10,0,3,Non-useful,,Non-useful,Non-useful,match,match
Gifted_001.mp4,neutral,0,0,1,2,13,0,35,Non-useful,,Non-useful,Non-useful,match,match
Gifted_002.mp4,neutral,0,0,1,0,15,0,65,Non-useful,,Non-useful,Non-useful,match,match
Gifted_003.mp4,neutral,9,0,0,1,15,0,40,Non-useful,,Non-useful,Non-useful,match,match
Gifted_004.mp4,scared,10,0,16,3,5,0,5,Non-useful,,Non-useful,Non-useful,match,match
Gifted_005.mp4,neutral,2,0,8,8,2,0,9,Non-useful,,Non-useful,Non-useful,match,match
Gifted_006.mp4,neutral,13,0,8,32,4,0,42,Non-useful,,Non-useful,Non-useful,match,match
Gifted_007.mp4,happy,7,0,0,17,2,0,13,Non-useful,,Useful,Non-useful,,match
Gifted_008.mp4,neutral,0,0,0,5,0,0,33,Non-useful,,Useful,Non-useful,,match
Gifted_009.mp4,angry,6,0,0,0,0,0,2,Non-useful,,Non-useful,Non-useful,match,match
Gifted_010.mp4,neutral,8,0,4,3,29,0,72,Non-useful,,Non-useful,Non-useful,match,match
Gifted_011.mp4,happy,3,0,6,75,2,0,50,Useful,,Useful,Non-useful,match,
Gifted_012.mp4,neutral,0,0,0,5,0,0,8,Non-useful,,Non-useful,Non-useful,match,match
Gifted_013.mp4,neutral,1,0,3,29,14,0,44,Non-useful,,Non-useful,Non-useful,match,match
Gifted_014.mp4,neutral,1,0,9,2,8,0,10,Non-useful,,Non-useful,Non-useful,match,match
Gifted_015.mp4,sad,4,0,10,15,50,0,25,Useful,,Non-useful,Non-useful,,
Gifted_016.mp4,sad,3,0,11,26,56,0,9,Useful,,Non-useful,Non-useful,,
Gifted_017.mp4,neutral,1,0,0,10,0,0,11,Non-useful,,Non-useful,Useful,match,
Gifted_018.mp4,sad,2,0,43,21,94,0,39,Useful,,Non-useful,Useful,,match
Gifted_019.mp4,sad,3,0,17,4,41,0,25,Useful,,Non-useful,Useful,,match
Gifted_020.mp4,sad,0,0,26,4,45,0,7,Useful,,Non-useful,Useful,,match
Gifted_021.mp4,neutral,6,0,7,8,11,0,14,Non-useful,,Non-useful,Non-useful,match,match
Gifted_022.mp4,scared,25,0,28,9,11,1,9,Non-useful,,Non-useful,Useful,match,
Gifted_023.mp4,neutral,1,0,0,5,3,0,6,Non-useful,,Non-useful,Non-useful,match,match
Gifted_024.mp4,neutral,1,0,0,2,1,0,31,Non-useful,,Non-useful,Non-useful,match,match
Gifted_025.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Non-useful,,match
Gifted_026.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Non-useful,,match
Gifted_027.mp4,sad,3,0,3,3,61,0,28,Useful,,Non-useful,Useful,,match
Gifted_028.mp4,sad,10,0,4,4,68,0,7,Useful,,Non-useful,Useful,,match
Gifted_029.mp4,neutral,33,0,3,8,1,0,76,Non-useful,,Non-useful,Non-useful,match,match
Gifted_030.mp4,neutral,23,0,0,85,2,0,132,Non-useful,,Non-useful,Non-useful,match,match
Gifted_031.mp4,neutral,0,0,2,7,7,0,15,Non-useful,,Useful,Non-useful,,match
Gifted_032.mp4,neutral,19,0,0,45,46,0,111,Non-useful,,Non-useful,Non-useful,match,match
Gifted_033.mp4,neutral,0,0,3,5,0,0,16,Non-useful,,Useful,Non-useful,,match
Gifted_034.mp4,neutral,0,0,3,1,7,0,15,Non-useful,,Useful,Non-useful,,match
Gifted_035.mp4,neutral,0,0,8,0,25,0,44,Non-useful,,Useful,Non-useful,,match
Gifted_036.mp4,neutral,0,0,3,1,4,0,85,Non-useful,,Useful,Non-useful,,match
Gifted_037.mp4,neutral,0,0,0,0,26,0,51,Non-useful,,Useful,Non-useful,,match
Gifted_038.mp4,neutral,0,0,23,30,14,0,52,Non-useful,,Non-useful,Useful,match,
Gifted_039.mp4,neutral,3,0,13,3,13,0,39,Non-useful,,Non-useful,Non-useful,match,match
Gifted_040.mp4,happy,1,0,0,14,0,0,8,Non-useful,,Useful,Non-useful,,match
Gifted_041.mp4,neutral,7,0,0,2,2,0,14,Non-useful,,Useful,Non-useful,,match
Gifted_042.mp4,happy,8,0,0,23,1,0,2,Useful,,Non-useful,Non-useful,,
Gifted_043.mp4,happy,23,0,8,60,1,0,43,Useful,,Useful,Non-useful,match,
Gifted_044.mp4,neutral,0,0,0,17,12,0,29,Non-useful,,Useful,Non-useful,,match
Gifted_045.mp4,happy,4,0,1,9,0,0,3,Non-useful,,Non-useful,Non-useful,match,match
Gifted_046.mp4,neutral,75,1,14,166,112,0,186,Non-useful,,Useful,Non-useful,,match
Gifted_047.mp4,angry,42,0,29,2,11,0,33,Non-useful,,Non-useful,Non-useful,match,match
Gifted_048.mp4,neutral,0,0,3,24,40,0,44,Non-useful,,Non-useful,Non-useful,match,match
Gifted_049.mp4,happy,0,0,0,48,48,0,0,Non-useful,,Useful,Non-useful,,match
Gifted_050.mp4,neutral,0,0,0,54,27,0,70,Non-useful,,Useful,Non-useful,,match
Gifted_051.mp4,angry,53,0,46,1,0,0,9,Non-useful,,Useful,Non-useful,,match
Gifted_052.mp4,neutral,50,0,18,17,70,0,80,Non-useful,,Non-useful,Non-useful,match,match
Gifted_053.mp4,happy,16,0,11,111,68,0,33,Useful,,Non-useful,Useful,,match
Gifted_054.mp4,happy,2,0,3,7,7,0,3,Non-useful,,Non-useful,Useful,match,
Gifted_055.mp4,sad,3,0,3,12,60,0,2,Useful,,Non-useful,Non-useful,,
Gifted_056.mp4,neutral,4,0,6,9,18,0,24,Non-useful,,Non-useful,Non-useful,match,match
Gifted_057.mp4,sad,12,0,3,27,111,0,12,Useful,,Useful,Non-useful,match,
Gifted_058.mp4,neutral,4,0,19,8,2,0,47,Non-useful,,Non-useful,Useful,match,
Gifted_059.mp4,neutral,0,0,11,7,33,2,40,Non-useful,,Non-useful,Useful,match,
Gifted_060.mp4,neutral,0,0,1,0,51,0,52,Non-useful,,Non-useful,Non-useful,match,match
Gifted_061.mp4,neutral,1,0,0,0,40,0,136,Non-useful,,Non-useful,Non-useful,match,match
Gifted_062.mp4,neutral,0,0,0,0,24,0,66,Non-useful,,Non-useful,Non-useful,match,match
Gifted_063.mp4,sad,0,0,8,0,109,0,95,Useful,,Non-useful,Non-useful,,
Gifted_064.mp4,neutral,2,0,0,21,0,0,33,Non-useful,,Useful,Non-useful,,match
Gifted_065.mp4,happy,5,0,5,44,4,0,26,Useful,,Useful,Non-useful,match,
Gifted_066.mp4,happy,3,0,1,100,1,0,6,Useful,,Useful,Useful,match,match
LadyBird_000.mp4,neutral,11,0,21,58,18,0,84,Non-useful,,Useful,Non-useful,,match
LadyBird_001.mp4,neutral,40,0,10,15,24,0,45,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_002.mp4,neutral,24,0,29,14,14,0,77,Non-useful,,Useful,Non-useful,,match
LadyBird_003.mp4,neutral,12,0,24,10,3,0,44,Non-useful,,Non-useful,Useful,match,
LadyBird_004.mp4,neutral,24,0,39,18,23,0,68,Non-useful,,Non-useful,Useful,match,
LadyBird_005.mp4,neutral,7,0,10,13,3,0,45,Non-useful,,Non-useful,Useful,match,
LadyBird_006.mp4,neutral,13,0,8,42,10,0,107,Non-useful,,Non-useful,Useful,match,
LadyBird_007.mp4,neutral,4,0,14,14,16,0,59,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_008.mp4,neutral,1,0,7,37,36,0,54,Non-useful,,Useful,Non-useful,,match
LadyBird_009.mp4,neutral,4,0,2,15,5,0,33,Non-useful,,Non-useful,Useful,match,
LadyBird_010.mp4,happy,6,0,2,25,6,0,18,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_011.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Non-useful,Useful,match,
LadyBird_012.mp4,neutral,1,0,37,17,0,0,46,Non-useful,,Useful,Non-useful,,match
LadyBird_013.mp4,neutral,15,0,15,44,5,0,72,Non-useful,,Non-useful,Useful,match,
LadyBird_014.mp4,happy,1,0,1,23,15,0,14,Non-useful,,Useful,Non-useful,,match
LadyBird_015.mp4,neutral,18,0,13,22,8,0,40,Non-useful,,Useful,Non-useful,,match
LadyBird_016.mp4,neutral,1,0,1,4,7,0,17,Non-useful,,Useful,Non-useful,,match
LadyBird_017.mp4,happy,1,0,0,2,0,0,1,Non-useful,,Useful,Non-useful,,match
LadyBird_018.mp4,neutral,8,0,2,12,27,0,44,Non-useful,,Useful,Non-useful,,match
LadyBird_019.mp4,neutral,0,0,0,1,0,0,3,Non-useful,,Useful,Useful,,
LadyBird_020.mp4,neutral,1,0,10,35,10,0,57,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_021.mp4,happy,0,0,1,29,1,0,10,Useful,,Non-useful,Non-useful,,
LadyBird_022.mp4,happy,22,0,16,104,47,0,57,Useful,,Useful,Useful,match,match
LadyBird_023.mp4,angry,17,0,0,6,11,0,3,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_024.mp4,happy,13,0,0,69,0,0,7,Useful,,Non-useful,Non-useful,,
LadyBird_025.mp4,happy,16,0,17,53,6,0,23,Useful,,Useful,Non-useful,match,
LadyBird_026.mp4,happy,3,0,6,102,9,0,50,Useful,,Useful,Non-useful,match,
LadyBird_027.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Non-useful,,match
LadyBird_028.mp4,happy,0,0,0,9,0,0,1,Non-useful,,Useful,Useful,,
LadyBird_029.mp4,happy,7,0,12,121,0,0,62,Useful,,Useful,Non-useful,match,
LadyBird_030.mp4,happy,1,0,0,60,0,0,13,Useful,,Useful,Non-useful,match,
LadyBird_031.mp4,happy,0,0,0,1,0,0,1,Non-useful,,Useful,Useful,,
LadyBird_032.mp4,neutral,7,0,4,3,6,0,81,Non-useful,,Non-useful,Useful,match,
LadyBird_033.mp4,neutral,12,0,4,4,11,0,54,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_034.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Non-useful,,match
LadyBird_035.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Non-useful,,match
LadyBird_036.mp4,neutral,4,0,8,12,6,0,45,Non-useful,,Useful,Non-useful,,match
LadyBird_037.mp4,neutral,2,0,6,2,2,0,36,Non-useful,,Useful,Non-useful,,match
LadyBird_038.mp4,neutral,0,0,4,0,1,0,24,Non-useful,,Useful,Non-useful,,match
LadyBird_039.mp4,neutral,2,2,16,0,12,0,18,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_040.mp4,happy,0,0,7,19,2,0,8,Useful,,Non-useful,Useful,,match
LadyBird_041.mp4,happy,3,0,18,85,1,0,19,Useful,,Useful,Useful,match,match
LadyBird_042.mp4,happy,0,0,1,13,3,0,3,Non-useful,,Useful,Non-useful,,match
LadyBird_043.mp4,happy,0,0,0,14,0,0,0,Useful,,Useful,Non-useful,match,
LadyBird_044.mp4,happy,0,0,0,9,0,0,6,Non-useful,,Useful,Non-useful,,match
LadyBird_045.mp4,neutral,2,0,17,6,0,0,46,Non-useful,,Useful,Non-useful,,match
LadyBird_046.mp4,happy,1,0,3,50,0,0,44,Non-useful,,Useful,Useful,,
LadyBird_047.mp4,happy,0,0,0,28,0,0,23,Non-useful,,Useful,Non-useful,,match
LadyBird_048.mp4,neutral,0,0,0,0,0,0,155,Non-useful,,Useful,Useful,,
LadyBird_049.mp4,neutral,4,0,5,9,0,0,82,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_050.mp4,neutral,10,0,5,34,1,0,41,Non-useful,,Useful,Non-useful,,match
LadyBird_051.mp4,scared,0,0,18,0,0,0,2,Useful,,Useful,Useful,match,match
LadyBird_052.mp4,happy,14,0,0,26,21,0,22,Non-useful,,Non-useful,Useful,match,
LadyBird_053.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Useful,,
LadyBird_054.mp4,neutral,14,0,10,15,5,4,37,Non-useful,,Useful,Useful,,
LadyBird_055.mp4,neutral,0,0,1,11,6,0,27,Non-useful,,Useful,Non-useful,,match
LadyBird_056.mp4,neutral,5,0,2,66,0,0,98,Non-useful,,Useful,Non-useful,,match
LadyBird_057.mp4,neutral,0,0,10,14,5,0,70,Non-useful,,Useful,Non-useful,,match
LadyBird_058.mp4,neutral,2,0,7,28,0,0,41,Non-useful,,Useful,Non-useful,,match
LadyBird_059.mp4,neutral,16,0,6,58,9,0,96,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_060.mp4,neutral,46,0,9,70,57,0,130,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_061.mp4,neutral,27,0,10,16,22,0,80,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_062.mp4,happy,4,0,2,50,28,0,22,Useful,,Useful,Non-useful,match,
LadyBird_063.mp4,happy,1,0,25,63,19,0,30,Useful,,Non-useful,Non-useful,,
LadyBird_064.mp4,neutral,0,0,16,4,16,0,40,Non-useful,,Useful,Non-useful,,match
LadyBird_065.mp4,angry,40,0,16,13,5,0,11,Useful,,Non-useful,Non-useful,,
LadyBird_066.mp4,scared,18,0,26,2,24,0,13,Non-useful,,Non-useful,Useful,match,
LadyBird_067.mp4,scared,0,0,26,6,14,0,1,Useful,,Non-useful,Useful,,match
LadyBird_068.mp4,sad,3,0,31,11,65,0,3,Useful,,Non-useful,Non-useful,,
LadyBird_069.mp4,neutral,2,1,1,11,6,0,21,Non-useful,,Non-useful,Useful,match,
LadyBird_070.mp4,happy,0,0,0,3,0,0,3,Non-useful,,Non-useful,Useful,match,
LadyBird_071.mp4,neutral,0,0,0,0,0,0,14,Non-useful,,Non-useful,Useful,match,
LadyBird_072.mp4,happy,0,0,0,19,0,0,19,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_073.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Useful,,
LadyBird_074.mp4,neutral,5,0,0,13,0,0,31,Non-useful,,Useful,Useful,,
LadyBird_075.mp4,neutral,0,0,13,14,3,0,92,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_076.mp4,neutral,1,0,21,33,0,0,90,Non-useful,,Useful,Non-useful,,match
LadyBird_077.mp4,happy,3,0,5,15,0,0,7,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_078.mp4,neutral,37,3,26,36,38,0,102,Non-useful,,Non-useful,Non-useful,match,match
